perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
as6091,200000,0.1,8.0,1.3623,0.02951,0.02171,-0.1066,0.0481,1.0
as6091,200000,0.1,10.0,1.4676,0.05095,0.04569,-0.0936,0.023,1.0
as6091,200000,0.1,11.0,1.407,0.06905,0.06527,-0.0826,0.0219,1.0
as6091,200000,0.1,12.0,1.3169,0.09612,0.09309,-0.0936,0.0229,1.0
as6091,250000,0.1,0.0,0.58,0.0104,0.00429,-0.1362,0.9432,0.1802
as6091,250000,0.1,1.0,0.7046,0.00994,0.0038,-0.1364,0.8876,0.226
as6091,250000,0.1,2.0,0.8099,0.00956,0.00329,-0.1325,0.7967,0.2551
as6091,250000,0.1,3.0,0.9108,0.00988,0.00335,-0.1283,0.6678,0.2918
as6091,250000,0.1,4.0,1.0087,0.01088,0.004,-0.1245,0.4852,0.3693
as6091,250000,0.1,5.0,1.0982,0.01278,0.00545,-0.1202,0.2246,1.0
as6091,250000,0.1,6.0,1.1863,0.01722,0.00896,-0.1163,0.0694,1.0
as6091,250000,0.1,7.0,1.2769,0.02138,0.01337,-0.112,0.0516,1.0
as6091,250000,0.1,8.0,1.3656,0.02778,0.02033,-0.1077,0.0428,1.0
as6091,250000,0.1,9.0,1.4466,0.03254,0.02586,-0.1033,0.0284,1.0
as6091,250000,0.1,10.0,1.5011,0.04151,0.03592,-0.0965,0.0178,1.0
as6091,250000,0.1,11.0,1.4574,0.0605,0.05639,-0.0844,0.0162,1.0
as6091,250000,0.1,12.0,1.3809,0.08134,0.07814,-0.0856,0.0163,1.0
as6091,250000,0.1,13.0,1.0104,0.1647,0.16247,-0.1271,0.0416,1.0
as6091,300000,0.1,0.0,0.5914,0.00906,0.00319,-0.1374,0.9319,0.1706
as6091,300000,0.1,1.0,0.7051,0.00896,0.00306,-0.1354,0.8664,0.2154
as6091,300000,0.1,2.0,0.8086,0.00892,0.00278,-0.1315,0.7694,0.2427
as6091,300000,0.1,3.0,0.9098,0.00943,0.00295,-0.1277,0.6329,0.2759
as6091,300000,0.1,4.0,1.0084,0.01064,0.00367,-0.1244,0.4441,0.332
as6091,300000,0.1,5.0,1.0994,0.01244,0.00519,-0.1208,0.1886,1.0
as6091,300000,0.1,6.0,1.1917,0.0161,0.00819,-0.1173,0.0631,1.0
as6091,300000,0.1,7.0,1.2817,0.02006,0.01233,-0.1131,0.0463,1.0
as6091,300000,0.1,8.0,1.3708,0.02488,0.01766,-0.1088,0.0381,1.0
as6091,300000,0.1,9.0,1.4543,0.02868,0.02193,-0.105,0.0252,1.0
as6091,300000,0.1,10.0,1.5112,0.03824,0.03265,-0.098,0.0152,1.0
as6091,300000,0.1,11.0,1.541,0.04689,0.04227,-0.0897,0.0118,1.0
as6091,300000,0.1,12.0,1.4803,0.06282,0.05916,-0.0808,0.0111,1.0
as6091,300000,0.1,13.0,1.4033,0.09103,0.08828,-0.0939,0.0113,1.0
as6091,300000,0.1,14.0,1.0153,0.17775,0.17576,-0.1348,0.0227,1.0
as6091,300000,0.1,15.0,0.9989,0.20728,0.20529,-0.1461,0.0329,1.0
as6091,300000,0.1,16.0,0.9998,0.22599,0.22402,-0.1561,0.0263,1.0
as6091,300000,0.1,17.0,1.0148,0.24521,0.24327,-0.1607,0.0237,1.0
as6092,200000,0.1,0.0,0.5777,0.01265,0.00613,-0.1393,0.9303,0.2244
as6092,200000,0.1,1.0,0.7009,0.01154,0.00487,-0.1389,0.8708,0.2492
as6092,200000,0.1,2.0,0.8053,0.01114,0.0044,-0.1348,0.7885,0.2741
as6092,200000,0.1,3.0,0.9075,0.01125,0.0044,-0.1307,0.6869,0.3041
as6092,200000,0.1,4.0,1.0077,0.01183,0.00486,-0.1267,0.5438,0.348
as6092,200000,0.1,5.0,1.1004,0.01292,0.00598,-0.1224,0.3271,1.0
as6092,200000,0.1,6.0,1.1873,0.01742,0.00911,-0.1185,0.0964,1.0
as6092,200000,0.1,7.0,1.2747,0.0223,0.01402,-0.1138,0.0603,1.0
as6092,200000,0.1,8.0,1.3641,0.02864,0.0208,-0.1094,0.048,1.0
as6092,200000,0.1,9.0,1.4443,0.03653,0.02966,-0.1046,0.0358,1.0
as6092,200000,0.1,10.0,1.4939,0.04602,0.0403,-0.0978,0.0238,1.0
as6092,200000,0.1,11.0,1.4449,0.06574,0.06145,-0.0865,0.0216,1.0
as6092,250000,0.1,0.0,0.5899,0.01082,0.00462,-0.14,0.9133,0.2127
as6092,250000,0.1,1.0,0.6991,0.01025,0.00383,-0.1369,0.8425,0.2347
as6092,250000,0.1,2.0,0.8032,0.01014,0.00359,-0.1333,0.7576,0.2572
as6092,250000,0.1,3.0,0.9065,0.0104,0.0037,-0.1298,0.6527,0.2839
as6092,250000,0.1,4.0,1.0071,0.01125,0.00425,-0.1264,0.4995,0.3205
as6092,250000,0.1,5.0,1.1012,0.01235,0.00553,-0.1229,0.2837,1.0
as6092,250000,0.1,6.0,1.1916,0.0164,0.00839,-0.1195,0.0831,1.0
as6092,250000,0.1,7.0,1.2791,0.02108,0.01309,-0.115,0.0525,1.0
as6092,250000,0.1,8.0,1.3671,0.02724,0.01966,-0.1107,0.0414,1.0
as6092,250000,0.1,9.0,1.4482,0.03351,0.02665,-0.1061,0.0304,1.0
as6092,250000,0.1,10.0,1.5055,0.04164,0.03596,-0.0993,0.0195,1.0
as6092,250000,0.1,11.0,1.512,0.05301,0.04826,-0.0899,0.0151,1.0
as6092,250000,0.1,12.0,1.4351,0.07163,0.068,-0.0843,0.0145,1.0
as6092,250000,0.1,13.0,1.2843,0.12531,0.12293,-0.1181,0.0193,1.0
as6092,250000,0.1,14.0,1.195,0.18888,0.18635,-0.1539,0.0286,1.0
as6092,250000,0.1,15.0,1.2104,0.21252,0.21001,-0.1653,0.0322,1.0
as6092,250000,0.1,16.0,1.2288,0.23459,0.23203,-0.1773,0.03,1.0
as6092,250000,0.1,17.0,1.2525,0.25256,0.24997,-0.1906,0.0243,1.0
as6092,300000,0.1,0.0,0.5911,0.00969,0.00371,-0.1391,0.894,0.2045
as6092,300000,0.1,1.0,0.6972,0.00937,0.00314,-0.1357,0.8183,0.2244
as6092,300000,0.1,2.0,0.8019,0.00947,0.00305,-0.1325,0.7324,0.2458
as6092,300000,0.1,3.0,0.906,0.00985,0.00324,-0.1294,0.6241,0.2699
as6092,300000,0.1,4.0,1.0071,0.01084,0.00385,-0.1264,0.4629,0.3023
as6092,300000,0.1,5.0,1.1048,0.01277,0.00526,-0.1239,0.246,0.4164
as6092,300000,0.1,7.0,1.2866,0.01941,0.01178,-0.1162,0.0479,1.0
as6092,300000,0.1,8.0,1.3735,0.02462,0.0174,-0.1116,0.0384,1.0
as6092,300000,0.1,9.0,1.4573,0.02918,0.02248,-0.1074,0.027,1.0
as6092,300000,0.1,10.0,1.5243,0.0352,0.02922,-0.1016,0.0165,1.0
as6092,300000,0.1,11.0,1.5505,0.04544,0.04058,-0.0926,0.0119,1.0
as6092,300000,0.1,12.0,1.5184,0.0572,0.05311,-0.0829,0.0107,1.0
as6092,300000,0.1,13.0,1.4452,0.08192,0.0788,-0.0899,0.0107,1.0
as6092,300000,0.1,14.0,1.2611,0.15669,0.15458,-0.1379,0.0156,1.0
as6093,200000,0.1,0.0,0.5756,0.01295,0.00637,-0.1399,0.8979,0.2311
as6093,200000,0.1,1.0,0.6846,0.01217,0.00539,-0.1369,0.8255,0.2478
as6093,200000,0.1,2.0,0.7896,0.01201,0.00503,-0.1334,0.746,0.2666
as6093,200000,0.1,3.0,0.8944,0.01209,0.00501,-0.1301,0.6591,0.2872
as6093,200000,0.1,4.0,0.997,0.01252,0.00535,-0.1266,0.5448,0.3125
as6093,200000,0.1,5.0,1.0954,0.01378,0.00633,-0.1232,0.3685,0.3498
as6093,200000,0.1,6.0,1.1803,0.01693,0.00907,-0.1191,0.1121,1.0
as6093,200000,0.1,7.0,1.2644,0.02236,0.01414,-0.1142,0.0574,1.0
as6093,200000,0.1,8.0,1.3516,0.0285,0.0207,-0.1094,0.0434,1.0
as6093,200000,0.1,9.0,1.4302,0.03948,0.03249,-0.1046,0.0349,1.0
as6093,200000,0.1,10.0,1.4752,0.0507,0.04542,-0.0967,0.0296,1.0
as6093,250000,0.1,0.0,0.5761,0.01127,0.00492,-0.1384,0.8708,0.2185
as6093,250000,0.1,1.0,0.6823,0.01094,0.0043,-0.1352,0.7952,0.2341
as6093,250000,0.1,2.0,0.7883,0.01094,0.00412,-0.1323,0.7169,0.2515
as6093,250000,0.1,3.0,0.8939,0.01116,0.00419,-0.1294,0.6288,0.2703
as6093,250000,0.1,4.0,0.997,0.0117,0.00461,-0.1265,0.5086,0.2921
as6093,250000,0.1,5.0,1.0958,0.01323,0.0057,-0.1234,0.3226,0.3238
as6093,250000,0.1,6.0,1.1865,0.01675,0.00847,-0.1205,0.0931,0.4559
as6093,250000,0.1,7.0,1.2733,0.02028,0.0125,-0.1157,0.0503,1.0
as6093,250000,0.1,8.0,1.3582,0.02562,0.01811,-0.1108,0.0375,1.0
as6093,250000,0.1,9.0,1.4396,0.03388,0.02719,-0.1056,0.0305,1.0
as6093,250000,0.1,10.0,1.4917,0.04528,0.03974,-0.0992,0.0244,1.0
as6093,250000,0.1,11.0,1.5044,0.05514,0.05063,-0.0901,0.0197,1.0
as6093,250000,0.1,12.0,1.4393,0.07163,0.06797,-0.0838,0.0188,1.0
as6093,250000,0.1,13.0,1.1989,0.15545,0.15308,-0.1357,0.0322,1.0
as6093,250000,0.1,14.0,1.1822,0.19176,0.18933,-0.152,0.0452,1.0
as6093,250000,0.1,15.0,0.9758,0.20837,0.20629,-0.1498,0.0439,1.0
as6093,250000,0.1,16.0,0.9935,0.22556,0.22352,-0.1532,0.0348,1.0
as6093,250000,0.1,17.0,0.9878,0.24596,0.24392,-0.166,0.0303,1.0
as6093,300000,0.1,0.0,0.5743,0.01024,0.00405,-0.1371,0.847,0.2101
as6093,300000,0.1,1.0,0.6807,0.01011,0.00361,-0.1342,0.7711,0.2251
as6093,300000,0.1,2.0,0.7875,0.01022,0.0035,-0.1316,0.6947,0.2413
as6093,300000,0.1,3.0,0.8937,0.01046,0.00362,-0.1291,0.6045,0.2581
as6093,300000,0.1,4.0,0.9974,0.01115,0.00413,-0.1265,0.4791,0.2784
as6093,300000,0.1,5.0,1.0966,0.01285,0.00529,-0.1238,0.2859,0.3064
as6093,300000,0.1,6.0,1.1892,0.01626,0.00791,-0.121,0.082,0.3716
as6093,300000,0.1,7.0,1.2769,0.01947,0.01191,-0.1165,0.0449,1.0
as6093,300000,0.1,8.0,1.3623,0.02469,0.01747,-0.1117,0.0338,1.0
as6093,300000,0.1,9.0,1.4459,0.03057,0.02387,-0.1071,0.0269,1.0
as6093,300000,0.1,10.0,1.5107,0.03862,0.03289,-0.101,0.0207,1.0
as6093,300000,0.1,11.0,1.4252,0.04782,0.04352,-0.082,0.0178,1.0
as6093,300000,0.1,12.0,1.3343,0.07041,0.06711,-0.0784,0.0175,1.0
as6093,300000,0.1,14.0,1.1969,0.17944,0.17723,-0.15,0.0247,1.0
as6093,300000,0.1,15.0,0.9897,0.20505,0.20318,-0.1466,0.0348,1.0
as6093,300000,0.1,16.0,0.9819,0.22676,0.22489,-0.1592,0.0302,1.0
as6093,300000,0.1,17.0,1.0016,0.24477,0.24293,-0.1629,0.0254,1.0
as6094,200000,0.1,0.0,0.8026,0.017,0.01136,-0.1913,0.9048,0.0449
as6094,200000,0.1,1.0,0.9476,0.01261,0.00639,-0.1949,0.8784,0.1008
as6094,200000,0.1,2.0,1.0588,0.01243,0.00619,-0.1917,0.8324,0.2469
as6094,200000,0.1,3.0,1.1648,0.01174,0.00545,-0.1879,0.7647,0.2919
as6094,200000,0.1,4.0,1.2659,0.01185,0.0054,-0.1836,0.6602,0.3522
as6094,200000,0.1,5.0,1.356,0.01276,0.00629,-0.1779,0.5177,1.0
as6094,200000,0.1,6.0,1.4366,0.01556,0.00819,-0.1717,0.3365,1.0
as6094,200000,0.1,7.0,1.5108,0.01945,0.01121,-0.1654,0.1737,1.0
as6094,200000,0.1,8.0,1.5775,0.02424,0.01558,-0.1581,0.0945,1.0
as6094,200000,0.1,9.0,1.6399,0.02956,0.02109,-0.1501,0.0677,1.0
as6094,200000,0.1,10.0,1.7047,0.03607,0.02807,-0.1429,0.0543,1.0
as6094,200000,0.1,11.0,1.7628,0.04473,0.03747,-0.1357,0.0453,1.0
as6094,200000,0.1,12.0,1.7778,0.05309,0.04666,-0.1239,0.0387,1.0
as6094,200000,0.1,13.0,1.7419,0.0679,0.0627,-0.1128,0.0344,1.0
as6094,200000,0.1,14.0,1.6917,0.0852,0.08094,-0.1098,0.0307,1.0
as6094,200000,0.1,15.0,1.6288,0.10957,0.10599,-0.1172,0.0285,1.0
as6094,250000,0.1,0.0,0.7989,0.01933,0.01503,-0.1881,0.8936,0.0947
as6094,250000,0.1,1.0,0.9577,0.01065,0.00465,-0.1945,0.8644,0.0779
as6094,250000,0.1,2.0,1.0636,0.01079,0.00475,-0.1908,0.8133,0.2311
as6094,250000,0.1,3.0,1.167,0.01055,0.0044,-0.1871,0.7365,0.2706
as6094,250000,0.1,4.0,1.2662,0.01113,0.0047,-0.1831,0.6225,0.3159
as6094,250000,0.1,5.0,1.3557,0.01209,0.00574,-0.1778,0.4745,1.0
as6094,250000,0.1,6.0,1.4385,0.01488,0.00763,-0.1723,0.298,1.0
as6094,250000,0.1,7.0,1.5171,0.01845,0.01041,-0.1669,0.1521,1.0
as6094,250000,0.1,8.0,1.5881,0.02277,0.01439,-0.1601,0.0827,1.0
as6094,250000,0.1,9.0,1.652,0.02751,0.01933,-0.1523,0.0591,1.0
as6094,250000,0.1,10.0,1.7056,0.03335,0.02553,-0.1434,0.0477,1.0
as6094,250000,0.1,11.0,1.7527,0.03969,0.0326,-0.134,0.0406,1.0
as6094,250000,0.1,12.0,1.7771,0.04901,0.04273,-0.1241,0.0344,1.0
as6094,250000,0.1,13.0,1.7711,0.05962,0.05395,-0.115,0.0283,1.0
as6094,250000,0.1,14.0,1.7337,0.07551,0.07094,-0.1105,0.0249,1.0
as6094,250000,0.1,15.0,1.6897,0.09591,0.09207,-0.1143,0.0221,1.0
as6094,250000,0.1,16.0,1.6193,0.12727,0.12423,-0.13,0.0211,1.0
as6094,300000,0.1,0.0,0.8441,0.01178,0.00629,-0.1952,0.8885,0.0326
as6094,300000,0.1,1.0,0.9599,0.00965,0.00374,-0.1935,0.8507,0.0489
as6094,300000,0.1,2.0,1.0651,0.00977,0.00392,-0.1901,0.7955,0.219
as6094,300000,0.1,3.0,1.1678,0.00983,0.00377,-0.1866,0.7107,0.2555
as6094,300000,0.1,4.0,1.2656,0.01067,0.00425,-0.1827,0.5911,0.2938
as6094,300000,0.1,5.0,1.3556,0.01167,0.0054,-0.1779,0.4384,1.0
as6094,300000,0.1,6.0,1.4407,0.01439,0.00724,-0.173,0.2689,1.0
as6094,300000,0.1,7.0,1.5222,0.01771,0.00983,-0.168,0.1362,1.0
as6094,300000,0.1,8.0,1.599,0.02135,0.01327,-0.162,0.0749,1.0
as6094,300000,0.1,9.0,1.6656,0.02567,0.01782,-0.1545,0.054,1.0
as6094,300000,0.1,10.0,1.7167,0.03097,0.02351,-0.145,0.0439,1.0
as6094,300000,0.1,11.0,1.7559,0.03827,0.03128,-0.1349,0.0365,1.0
as6094,300000,0.1,12.0,1.7819,0.04432,0.03799,-0.1248,0.0309,1.0
as6094,300000,0.1,13.0,1.7844,0.05463,0.04906,-0.1164,0.0255,1.0
as6094,300000,0.1,14.0,1.7697,0.06778,0.06281,-0.1119,0.0214,1.0
as6094,300000,0.1,15.0,1.7159,0.09031,0.08639,-0.1142,0.0191,1.0
as6094,300000,0.1,16.0,1.6604,0.11809,0.11499,-0.1269,0.0173,1.0
as6094,300000,0.1,17.0,1.5556,0.16635,0.16422,-0.159,0.019,1.0
as6095,200000,0.1,0.0,0.8456,0.01274,0.00634,-0.197,0.8836,0.0589
as6095,200000,0.1,1.0,0.9553,0.01299,0.0067,-0.1935,0.8394,0.2143
as6095,200000,0.1,2.0,1.0621,0.01241,0.00591,-0.1902,0.7818,0.2553
as6095,200000,0.1,3.0,1.1668,0.01221,0.0055,-0.1867,0.7073,0.284
as6095,200000,0.1,4.0,1.2682,0.01273,0.00577,-0.183,0.6134,0.3198
as6095,200000,0.1,5.0,1.3617,0.01318,0.0067,-0.1784,0.5017,1.0
as6095,200000,0.1,6.0,1.4506,0.01536,0.00819,-0.1734,0.3763,1.0
as6095,200000,0.1,7.0,1.5327,0.01828,0.01057,-0.1681,0.2502,1.0
as6095,200000,0.1,8.0,1.6053,0.02219,0.01401,-0.1618,0.1439,1.0
as6095,200000,0.1,9.0,1.6657,0.02712,0.01882,-0.1538,0.0892,1.0
as6095,200000,0.1,10.0,1.7107,0.033,0.02498,-0.1437,0.0679,1.0
as6095,200000,0.1,11.0,1.752,0.03996,0.03238,-0.1341,0.0561,1.0
as6095,200000,0.1,12.0,1.7899,0.04899,0.04204,-0.1259,0.0479,1.0
as6095,200000,0.1,13.0,1.797,0.05879,0.05261,-0.1173,0.0415,1.0
as6095,200000,0.1,14.0,1.7649,0.07461,0.06948,-0.112,0.0366,1.0
as6095,200000,0.1,15.0,1.7316,0.09151,0.08698,-0.1132,0.0318,1.0
as6095,200000,0.1,16.0,1.4305,0.19455,0.19199,-0.1793,0.0472,1.0
as6095,200000,0.1,17.0,1.3921,0.24635,0.24362,-0.2123,0.0656,1.0
as6095,250000,0.1,0.0,0.8512,0.01098,0.00486,-0.1959,0.8674,0.0496
as6095,250000,0.1,1.0,0.9579,0.01129,0.0052,-0.1923,0.8188,0.2028
as6095,250000,0.1,2.0,1.064,0.01105,0.00473,-0.1893,0.7576,0.2387
as6095,250000,0.1,3.0,1.1678,0.01116,0.00457,-0.186,0.6784,0.2645
as6095,250000,0.1,4.0,1.268,0.01186,0.00502,-0.1825,0.5818,0.2943
as6095,250000,0.1,5.0,1.3643,0.01305,0.00604,-0.1788,0.4675,0.3657
as6095,250000,0.1,6.0,1.4526,0.01453,0.00754,-0.174,0.3444,1.0
as6095,250000,0.1,8.0,1.6141,0.0209,0.01293,-0.1636,0.1269,1.0
as6095,250000,0.1,9.0,1.6798,0.02527,0.01725,-0.1562,0.0783,1.0
as6095,250000,0.1,10.0,1.723,0.03083,0.02301,-0.1457,0.0595,1.0
as6095,250000,0.1,11.0,1.7554,0.03776,0.0303,-0.135,0.0494,1.0
as6095,250000,0.1,12.0,1.787,0.04476,0.038,-0.1261,0.0429,1.0
as6095,250000,0.1,13.0,1.798,0.05511,0.04905,-0.1183,0.0367,1.0
as6095,250000,0.1,15.0,1.7536,0.08599,0.08146,-0.1147,0.0272,1.0
as6095,250000,0.1,16.0,1.7171,0.10782,0.10384,-0.122,0.0238,1.0
as6095,250000,0.1,17.0,1.6453,0.14147,0.13845,-0.1409,0.0227,1.0
as6095,300000,0.1,0.0,0.852,0.00997,0.00401,-0.1947,0.8524,0.0411
as6095,300000,0.1,1.0,0.9593,0.01014,0.00415,-0.1917,0.8015,0.1929
as6095,300000,0.1,2.0,1.0648,0.01017,0.00399,-0.1888,0.7371,0.2271
as6095,300000,0.1,3.0,1.1683,0.01049,0.004,-0.1857,0.6544,0.251
as6095,300000,0.1,4.0,1.2682,0.0113,0.00453,-0.1823,0.5553,0.2775
as6095,300000,0.1,5.0,1.3649,0.01257,0.00559,-0.1789,0.4407,0.3292
as6095,300000,0.1,6.0,1.4549,0.01393,0.00709,-0.1746,0.3189,1.0
as6095,300000,0.1,7.0,1.5419,0.01658,0.00921,-0.1703,0.205,1.0
as6095,300000,0.1,8.0,1.6215,0.01992,0.01213,-0.165,0.1146,1.0
as6095,300000,0.1,9.0,1.6899,0.02406,0.0162,-0.158,0.0708,1.0
as6095,300000,0.1,10.0,1.7435,0.02855,0.021,-0.1488,0.0536,1.0
as6095,300000,0.1,11.0,1.7713,0.03464,0.02752,-0.137,0.0451,1.0
as6095,300000,0.1,12.0,1.7924,0.04313,0.03647,-0.1272,0.0389,1.0
as6095,300000,0.1,13.0,1.8077,0.051,0.0449,-0.1201,0.0326,1.0
as6095,300000,0.1,14.0,1.8017,0.06394,0.05859,-0.1155,0.0279,1.0
as6095,300000,0.1,15.0,1.7816,0.08033,0.07552,-0.116,0.0239,1.0
as6095,300000,0.1,16.0,1.7406,0.1034,0.09947,-0.1229,0.0207,1.0
as6095,300000,0.1,17.0,1.7023,0.12862,0.12516,-0.1354,0.0179,1.0
bacnlf,200000,0.1,0.0,0.0012,0.01506,0.00904,-0.0248,0.9842,0.8192
bacnlf,200000,0.1,1.0,0.1394,0.01552,0.00959,-0.0324,0.9645,0.8403
bacnlf,200000,0.1,2.0,0.2836,0.0156,0.01002,-0.0402,0.9391,0.8641
bacnlf,200000,0.1,3.0,0.4673,0.01257,0.00764,-0.0507,0.8876,0.8879
bacnlf,200000,0.1,4.0,0.5822,0.01077,0.00498,-0.0447,0.5018,0.9248
bacnlf,200000,0.1,5.0,0.6516,0.01678,0.00869,-0.0393,0.0336,0.9986
bacnlf,200000,0.1,6.0,0.7599,0.02485,0.01733,-0.0381,0.0254,0.9986
bacnlf,200000,0.1,7.0,0.8423,0.04069,0.0352,-0.0298,0.0351,0.9986
bacnlf,250000,0.1,0.0,0.0636,0.01382,0.00817,-0.0383,0.9658,0.7908
bacnlf,250000,0.1,1.0,0.2024,0.01397,0.00847,-0.0453,0.9496,0.8092
bacnlf,250000,0.1,2.0,0.3469,0.01347,0.0083,-0.0524,0.9249,0.83
bacnlf,250000,0.1,3.0,0.5159,0.00987,0.0053,-0.059,0.8661,0.8504
bacnlf,250000,0.1,4.0,0.5808,0.01209,0.00504,-0.0471,0.2314,0.8844
bacnlf,250000,0.1,5.0,0.6512,0.01585,0.00813,-0.0393,0.0263,0.9621
bacnlf,250000,0.1,6.0,0.7608,0.02326,0.01599,-0.0396,0.0186,0.9986
bacnlf,250000,0.1,7.0,0.8509,0.03416,0.02822,-0.0349,0.0195,0.9986
bacnlf,300000,0.1,0.0,0.1077,0.01261,0.00727,-0.0474,0.9556,0.7712
bacnlf,300000,0.1,1.0,0.241,0.01255,0.00735,-0.053,0.9396,0.7886
bacnlf,300000,0.1,2.0,0.4095,0.01065,0.00582,-0.063,0.9112,0.8055
bacnlf,300000,0.1,3.0,0.5334,0.00863,0.00424,-0.0623,0.8425,0.8272
bacnlf,300000,0.1,4.0,0.5884,0.01236,0.00492,-0.0502,0.1329,0.8569
bacnlf,300000,0.1,5.0,0.6655,0.01521,0.00765,-0.0432,0.021,0.9067
bacnlf,300000,0.1,6.0,0.7644,0.02036,0.01337,-0.0407,0.0154,0.9986
clarky,200000,0.1,0.0,0.4446,0.01019,0.00473,-0.0955,0.7931,1.0
clarky,200000,0.1,1.0,0.5438,0.01031,0.00443,-0.0923,0.7513,1.0
clarky,200000,0.1,2.0,0.6428,0.01058,0.00439,-0.0889,0.7045,1.0
clarky,200000,0.1,3.0,0.7407,0.01096,0.00451,-0.0853,0.6483,1.0
clarky,200000,0.1,4.0,0.8361,0.01158,0.00486,-0.0813,0.5741,1.0
clarky,200000,0.1,5.0,0.9268,0.01276,0.0056,-0.0768,0.4854,1.0
clarky,200000,0.1,6.0,1.0162,0.01422,0.0067,-0.0726,0.4136,1.0
clarky,200000,0.1,7.0,1.1085,0.01581,0.0082,-0.0693,0.3676,1.0
clarky,200000,0.1,8.0,1.197,0.01744,0.00996,-0.0655,0.3248,1.0
clarky,200000,0.1,9.0,1.2707,0.01908,0.01178,-0.0594,0.2669,1.0
clarky,200000,0.1,10.0,1.317,0.02178,0.01432,-0.0498,0.1789,1.0
clarky,200000,0.1,11.0,1.3513,0.02629,0.01874,-0.0408,0.1289,1.0
clarky,200000,0.1,12.0,1.3852,0.03152,0.02413,-0.0342,0.0905,1.0
clarky,200000,0.1,13.0,1.3861,0.04066,0.03318,-0.0281,0.0379,1.0
clarky,200000,0.1,14.0,1.3677,0.05335,0.04625,-0.0252,0.0298,1.0
clarky,200000,0.1,15.0,1.3354,0.06985,0.06324,-0.0265,0.0269,1.0
clarky,200000,0.1,16.0,1.3098,0.08705,0.08087,-0.0299,0.0245,1.0
clarky,200000,0.1,17.0,1.2971,0.1019,0.09594,-0.032,0.0228,1.0
clarky,250000,0.1,0.0,0.4464,0.00893,0.00382,-0.0947,0.7728,1.0
clarky,250000,0.1,1.0,0.5452,0.00911,0.00362,-0.0917,0.7294,1.0
clarky,250000,0.1,2.0,0.644,0.00942,0.00362,-0.0885,0.6821,1.0
clarky,250000,0.1,3.0,0.7416,0.00986,0.0038,-0.085,0.626,1.0
clarky,250000,0.1,4.0,0.8359,0.01057,0.00419,-0.081,0.55,1.0
clarky,250000,0.1,5.0,0.9252,0.01179,0.00497,-0.0764,0.4567,1.0
clarky,250000,0.1,6.0,1.0156,0.0132,0.00607,-0.0725,0.3889,1.0
clarky,250000,0.1,7.0,1.1085,0.01469,0.00748,-0.0693,0.3483,1.0
clarky,250000,0.1,8.0,1.1965,0.01621,0.00905,-0.0655,0.306,1.0
clarky,250000,0.1,9.0,1.2736,0.01772,0.01068,-0.06,0.2449,1.0
clarky,250000,0.1,10.0,1.3214,0.02079,0.01344,-0.0508,0.1533,1.0
clarky,250000,0.1,11.0,1.364,0.02483,0.01747,-0.0427,0.1097,1.0
clarky,250000,0.1,12.0,1.3987,0.03003,0.02266,-0.0359,0.0606,1.0
clarky,250000,0.1,13.0,1.3939,0.03958,0.03215,-0.0291,0.0276,1.0
clarky,250000,0.1,14.0,1.3789,0.05189,0.04495,-0.0263,0.0236,1.0
clarky,250000,0.1,15.0,1.3507,0.06787,0.06145,-0.0274,0.0215,1.0
clarky,250000,0.1,16.0,1.3223,0.08544,0.07945,-0.0309,0.0202,1.0
clarky,250000,0.1,17.0,1.3061,0.10102,0.09527,-0.0336,0.019,1.0
clarky,300000,0.1,0.0,0.43,0.00817,0.00332,-0.0907,0.7557,0.9917
clarky,300000,0.1,1.0,0.5459,0.00833,0.00312,-0.0914,0.7126,1.0
clarky,300000,0.1,2.0,0.6447,0.00866,0.00315,-0.0883,0.6645,1.0
clarky,300000,0.1,3.0,0.7417,0.00913,0.00335,-0.0848,0.6071,1.0
clarky,300000,0.1,4.0,0.8356,0.00989,0.00379,-0.0809,0.529,1.0
clarky,300000,0.1,5.0,0.9244,0.01115,0.00457,-0.0763,0.4319,1.0
clarky,300000,0.1,6.0,1.016,0.01253,0.00566,-0.0727,0.3707,1.0
clarky,300000,0.1,7.0,1.1098,0.0139,0.00698,-0.0697,0.3336,1.0
clarky,300000,0.1,8.0,1.1986,0.01527,0.00839,-0.0659,0.2904,1.0
clarky,300000,0.1,9.0,1.279,0.01678,0.00993,-0.061,0.2215,1.0
clarky,300000,0.1,10.0,1.3263,0.02009,0.01284,-0.0518,0.1341,1.0
clarky,300000,0.1,11.0,1.3739,0.02383,0.01657,-0.0442,0.0944,1.0
clarky,300000,0.1,12.0,1.3988,0.02976,0.02224,-0.0364,0.0333,1.0
clarky,300000,0.1,13.0,1.4009,0.0387,0.03144,-0.0299,0.0226,1.0
clarky,300000,0.1,14.0,1.3901,0.05051,0.04376,-0.027,0.0198,1.0
clarky,300000,0.1,15.0,1.3544,0.06734,0.06106,-0.0281,0.0185,1.0
clarky,300000,0.1,16.0,1.3307,0.08422,0.07839,-0.0312,0.0176,1.0
clarky,300000,0.1,17.0,1.3141,0.10046,0.095,-0.0348,0.0167,1.0
clarkyh,200000,0.1,0.0,0.4132,0.01104,0.00443,-0.0443,0.622,1.0
clarkyh,200000,0.1,1.0,0.5169,0.01142,0.00459,-0.0433,0.5795,1.0
