perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
a18sm,200000,0.1,7.0,1.1594,0.02282,0.01417,-0.0951,0.043,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,200000,0.1,8.0,1.2398,0.02961,0.02136,-0.0892,0.0323,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,200000,0.1,9.0,1.3181,0.03915,0.03171,-0.084,0.0268,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,200000,0.1,10.0,1.3462,0.05351,0.04775,-0.0723,0.0275,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,200000,0.1,11.0,1.1501,0.06453,0.06048,-0.0408,0.0313,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,200000,0.1,12.0,1.0301,0.08798,0.08463,-0.0409,0.0322,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,0.0,0.4901,0.00871,0.00399,-0.1223,0.9235,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,1.0,0.611,0.00839,0.00344,-0.1225,0.8792,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,2.0,0.7223,0.00849,0.00332,-0.1207,0.816,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,3.0,0.8275,0.00902,0.00355,-0.1177,0.7221,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,4.0,0.9316,0.00991,0.00423,-0.1151,0.6256,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,5.0,1.026,0.01149,0.00525,-0.1109,0.4476,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,6.0,1.0954,0.01651,0.00826,-0.1043,0.0809,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,7.0,1.1662,0.02176,0.01343,-0.0968,0.0352,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,8.0,1.2442,0.0274,0.01941,-0.0907,0.027,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,9.0,1.2616,0.02656,0.01996,-0.0751,0.0233,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,10.0,1.2688,0.04224,0.03712,-0.0612,0.0232,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,11.0,1.187,0.05768,0.05357,-0.043,0.0238,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,250000,0.1,12.0,1.076,0.07971,0.07633,-0.0389,0.0248,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,0.0,0.4989,0.00755,0.00318,-0.1229,0.9148,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,1.0,0.6121,0.00747,0.00285,-0.1217,0.8633,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,2.0,0.7211,0.00776,0.00283,-0.1196,0.7901,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,3.0,0.8272,0.00842,0.00316,-0.1173,0.6976,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,4.0,0.9312,0.00936,0.00384,-0.1149,0.5946,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,5.0,1.0251,0.01118,0.00493,-0.111,0.3918,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,6.0,1.0996,0.01592,0.00786,-0.1053,0.0652,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,7.0,1.1786,0.02005,0.01206,-0.0992,0.0305,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,8.0,1.2507,0.026,0.01842,-0.0919,0.0241,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a18sm,300000,0.1,9.0,1.3276,0.03253,0.02549,-0.0863,0.0196,1.0,0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,0.0001826065,0.0002048767,0.0007369377,0.001163357
a63a108c,200000,0.1,0.0,-0.0004,0.00834,0.00351,-0.0025,0.9979,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,1.0,0.1667,0.00832,0.00339,-0.0129,0.9316,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,2.0,0.2507,0.00845,0.00336,-0.0039,0.8255,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,3.0,0.3447,0.00951,0.00316,0.0024,0.4942,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,4.0,0.4535,0.01259,0.00454,0.0017,0.1636,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,5.0,0.5634,0.01524,0.00675,0.0016,0.0939,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,6.0,0.6716,0.0183,0.0097,0.0021,0.0647,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,7.0,0.7777,0.02276,0.0145,0.003,0.0501,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,8.0,0.8779,0.02911,0.02153,0.004,0.0426,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,9.0,0.8969,0.05593,0.0515,0.0057,0.048,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,10.0,0.6694,0.09454,0.09102,-0.0071,0.0777,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,11.0,0.644,0.11527,0.1117,-0.0155,0.0706,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,200000,0.1,12.0,0.7752,0.14272,0.13891,-0.0422,0.058,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,0.0,0.044,0.00737,0.00307,-0.0107,0.9777,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,1.0,0.1474,0.00752,0.00301,-0.0073,0.898,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,2.0,0.2403,0.0076,0.00282,-0.0008,0.7891,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,3.0,0.3419,0.00923,0.00286,0.0025,0.4034,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,4.0,0.4535,0.01172,0.00407,0.0015,0.148,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,5.0,0.5647,0.01396,0.00594,0.0012,0.0846,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,6.0,0.6736,0.01661,0.00843,0.0014,0.0579,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,7.0,0.7802,0.02023,0.01229,0.0022,0.0445,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,8.0,0.8822,0.02549,0.01807,0.0032,0.0374,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,9.0,0.9686,0.03436,0.02804,0.0048,0.0339,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,10.0,0.9741,0.05497,0.05078,0.0071,0.0338,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,11.0,0.7675,0.1237,0.12031,-0.0368,0.0533,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,250000,0.1,12.0,0.7663,0.14327,0.13983,-0.0461,0.0487,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,0.0,0.0478,0.00682,0.00286,-0.0105,0.9507,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,1.0,0.1339,0.00691,0.00268,-0.0034,0.8751,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,2.0,0.2344,0.00704,0.00246,0.0009,0.754,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,3.0,0.3406,0.009,0.00268,0.0024,0.3443,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,4.0,0.4535,0.01108,0.00375,0.0013,0.1369,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,5.0,0.5656,0.01307,0.00538,0.0009,0.0781,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,6.0,0.6758,0.01533,0.00756,0.0009,0.0531,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,7.0,0.7826,0.01854,0.01088,0.0015,0.0407,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,8.0,0.8857,0.0228,0.01538,0.0024,0.0339,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,9.0,0.9788,0.02958,0.02313,0.0039,0.03,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,10.0,0.9909,0.05022,0.04627,0.0069,0.0293,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
a63a108c,300000,0.1,12.0,0.6276,0.12931,0.12634,-0.0236,0.0473,1.0,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,0.0035024771,-0.0035024771,0.0011160078,0.0012498291,0.0042516492,0.0045323883
ag03,200000,0.1,0.0,0.2093,0.00772,0.00265,-0.0397,0.9595,1.0,0.1291820577,0.1726951382,0.0748575889,0.1826857294,0.0667181605,0.1349295472,0.0922747635,-0.0781334933,-0.0066970086,-0.0491873627,0.0003668526,-0.0346812239,-0.0091345687,-0.0189040883,0.0006053221,-0.0006053221,0.0001565998,0.0002253231,0.0005597929,0.0016008041
